Collection date,GISAID_ID,Originating lab,site
2/24/23,EPI_ISL_17194629,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
2/25/23,EPI_ISL_17194630,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
2/27/23,EPI_ISL_17194631,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
2/26/23,EPI_ISL_17194632,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
2/26/23,EPI_ISL_17194633,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
2/27/23,EPI_ISL_17194634,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
2/27/23,EPI_ISL_17194635,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
2/27/23,EPI_ISL_17194636,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
2/27/23,EPI_ISL_17194637,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
2/27/23,EPI_ISL_17194638,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
2/27/23,EPI_ISL_17194639,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
2/27/23,EPI_ISL_17194640,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
2/28/23,EPI_ISL_17194641,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
2/28/23,EPI_ISL_17194642,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
2/28/23,EPI_ISL_17194643,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
2/28/23,EPI_ISL_17194644,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
2/28/23,EPI_ISL_17194645,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
2/28/23,EPI_ISL_17194646,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
2/28/23,EPI_ISL_17194647,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
2/28/23,EPI_ISL_17194648,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
2/28/23,EPI_ISL_17194649,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
2/28/23,EPI_ISL_17194650,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
3/1/23,EPI_ISL_17194651,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
3/1/23,EPI_ISL_17194652,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
3/1/23,EPI_ISL_17194653,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
3/1/23,EPI_ISL_17194654,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
3/7/23,EPI_ISL_17305578,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
3/8/23,EPI_ISL_17305579,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
3/8/23,EPI_ISL_17305580,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
3/8/23,EPI_ISL_17305581,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
3/8/23,EPI_ISL_17305582,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
3/9/23,EPI_ISL_17305583,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
3/9/23,EPI_ISL_17305584,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
3/9/23,EPI_ISL_17305585,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
3/9/23,EPI_ISL_17305586,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
3/9/23,EPI_ISL_17305587,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
3/9/23,EPI_ISL_17305588,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
3/9/23,EPI_ISL_17305589,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
3/9/23,EPI_ISL_17305590,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
3/9/23,EPI_ISL_17305591,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
3/9/23,EPI_ISL_17305592,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
3/10/23,EPI_ISL_17305593,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
3/10/23,EPI_ISL_17305594,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
3/10/23,EPI_ISL_17305595,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
3/10/23,EPI_ISL_17305596,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
3/10/23,EPI_ISL_17305597,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
3/11/23,EPI_ISL_17305598,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
3/11/23,EPI_ISL_17305599,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
3/11/23,EPI_ISL_17305600,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
3/13/23,EPI_ISL_17305601,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
3/13/23,EPI_ISL_17305602,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
3/13/23,EPI_ISL_17305603,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
3/14/23,EPI_ISL_17305632,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
3/14/23,EPI_ISL_17305633,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
3/14/23,EPI_ISL_17305634,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
3/14/23,EPI_ISL_17305635,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
3/14/23,EPI_ISL_17305636,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
2/28/23,EPI_ISL_17305986,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
3/1/23,EPI_ISL_17305987,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
3/1/23,EPI_ISL_17305988,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
3/1/23,EPI_ISL_17305989,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
3/2/23,EPI_ISL_17305990,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
3/2/23,EPI_ISL_17305991,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
3/2/23,EPI_ISL_17305992,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
3/2/23,EPI_ISL_17305993,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
3/2/23,EPI_ISL_17305994,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
3/2/23,EPI_ISL_17305995,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
3/2/23,EPI_ISL_17305996,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
3/2/23,EPI_ISL_17305997,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
3/3/23,EPI_ISL_17305998,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
3/3/23,EPI_ISL_17305999,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
3/3/23,EPI_ISL_17306000,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
3/3/23,EPI_ISL_17306078,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
3/3/23,EPI_ISL_17306079,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
3/4/23,EPI_ISL_17306080,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
3/4/23,EPI_ISL_17306081,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
3/6/23,EPI_ISL_17306082,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
3/6/23,EPI_ISL_17306083,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
3/6/23,EPI_ISL_17306084,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
3/6/23,EPI_ISL_17306085,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
3/6/23,EPI_ISL_17306086,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
3/13/23,EPI_ISL_17430401,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
3/13/23,EPI_ISL_17430402,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
3/13/23,EPI_ISL_17430403,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
3/13/23,EPI_ISL_17430404,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
3/15/23,EPI_ISL_17430405,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
3/15/23,EPI_ISL_17430406,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
3/15/23,EPI_ISL_17430407,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
3/15/23,EPI_ISL_17430408,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
3/15/23,EPI_ISL_17430409,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
3/15/23,EPI_ISL_17430410,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
3/15/23,EPI_ISL_17430411,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
3/15/23,EPI_ISL_17430412,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
3/16/23,EPI_ISL_17430413,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
3/16/23,EPI_ISL_17430414,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
3/16/23,EPI_ISL_17430415,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
3/16/23,EPI_ISL_17430416,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
3/17/23,EPI_ISL_17430417,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
3/17/23,EPI_ISL_17430418,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
3/17/23,EPI_ISL_17430419,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
3/17/23,EPI_ISL_17430420,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
3/17/23,EPI_ISL_17430421,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
3/18/23,EPI_ISL_17430422,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
3/19/23,EPI_ISL_17430423,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
3/20/23,EPI_ISL_17430424,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
3/20/23,EPI_ISL_17430425,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
3/24/23,EPI_ISL_17525398,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
3/21/23,EPI_ISL_17525399,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
3/21/23,EPI_ISL_17525400,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
3/22/23,EPI_ISL_17525401,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
3/22/23,EPI_ISL_17525402,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
3/22/23,EPI_ISL_17525403,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
3/22/23,EPI_ISL_17525404,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
3/22/23,EPI_ISL_17525405,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
3/22/23,EPI_ISL_17525406,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
3/22/23,EPI_ISL_17525407,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
3/23/23,EPI_ISL_17525408,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
3/23/23,EPI_ISL_17525409,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
3/23/23,EPI_ISL_17525410,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
3/23/23,EPI_ISL_17525411,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
3/23/23,EPI_ISL_17525412,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
3/23/23,EPI_ISL_17525413,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
3/24/23,EPI_ISL_17525414,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
3/24/23,EPI_ISL_17525415,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
3/24/23,EPI_ISL_17525416,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
3/24/23,EPI_ISL_17525417,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
3/24/23,EPI_ISL_17525418,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
3/24/23,EPI_ISL_17525419,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
3/24/23,EPI_ISL_17525420,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
3/24/23,EPI_ISL_17525421,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
3/24/23,EPI_ISL_17525422,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
3/26/23,EPI_ISL_17525423,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
3/26/23,EPI_ISL_17525424,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
3/27/23,EPI_ISL_17525425,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
3/27/23,EPI_ISL_17525426,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
3/27/23,EPI_ISL_17525427,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
3/27/23,EPI_ISL_17525428,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
3/27/23,EPI_ISL_17525429,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
4/10/23,EPI_ISL_17648378,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
4/10/23,EPI_ISL_17648379,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
4/11/23,EPI_ISL_17648380,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
4/11/23,EPI_ISL_17648381,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
4/12/23,EPI_ISL_17648382,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
4/12/23,EPI_ISL_17648383,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
4/12/23,EPI_ISL_17648384,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
4/12/23,EPI_ISL_17648385,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
4/12/23,EPI_ISL_17648386,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
4/12/23,EPI_ISL_17648387,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
4/12/23,EPI_ISL_17648388,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
4/12/23,EPI_ISL_17648389,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
4/13/23,EPI_ISL_17648390,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
4/13/23,EPI_ISL_17648391,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
4/13/23,EPI_ISL_17648392,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
4/13/23,EPI_ISL_17648393,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
4/13/23,EPI_ISL_17648394,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
4/13/23,EPI_ISL_17648395,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
4/13/23,EPI_ISL_17648396,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
4/14/23,EPI_ISL_17648397,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
4/13/23,EPI_ISL_17648398,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
4/14/23,EPI_ISL_17648399,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
4/14/23,EPI_ISL_17648400,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
4/14/23,EPI_ISL_17648401,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
4/14/23,EPI_ISL_17648402,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
4/14/23,EPI_ISL_17648403,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
4/15/23,EPI_ISL_17648404,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
4/17/23,EPI_ISL_17648405,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
4/17/23,EPI_ISL_17648406,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
4/17/23,EPI_ISL_17648407,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
4/17/23,EPI_ISL_17648408,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
4/17/23,EPI_ISL_17648409,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
4/18/23,EPI_ISL_17648410,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
3/28/23,EPI_ISL_17648411,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
3/27/23,EPI_ISL_17648412,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
3/28/23,EPI_ISL_17648413,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
3/28/23,EPI_ISL_17648414,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
3/28/23,EPI_ISL_17648415,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
3/29/23,EPI_ISL_17648416,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
3/29/23,EPI_ISL_17648417,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
3/29/23,EPI_ISL_17648418,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
3/29/23,EPI_ISL_17648419,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
3/29/23,EPI_ISL_17648420,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
3/30/23,EPI_ISL_17648421,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
3/30/23,EPI_ISL_17648422,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
3/30/23,EPI_ISL_17648423,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
3/31/23,EPI_ISL_17648424,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
3/31/23,EPI_ISL_17648425,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
3/31/23,EPI_ISL_17648426,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
3/31/23,EPI_ISL_17648427,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
3/31/23,EPI_ISL_17648428,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
3/31/23,EPI_ISL_17648429,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
4/1/23,EPI_ISL_17648430,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
4/1/23,EPI_ISL_17648431,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
4/1/23,EPI_ISL_17648432,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
4/2/23,EPI_ISL_17648433,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
4/2/23,EPI_ISL_17648434,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
4/3/23,EPI_ISL_17648435,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
4/3/23,EPI_ISL_17648436,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
4/3/23,EPI_ISL_17648437,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
4/3/23,EPI_ISL_17648438,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
4/3/23,EPI_ISL_17648439,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
4/3/23,EPI_ISL_17648440,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
4/4/23,EPI_ISL_17648441,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
4/4/23,EPI_ISL_17648442,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
4/5/23,EPI_ISL_17648443,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
4/5/23,EPI_ISL_17648444,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
4/5/23,EPI_ISL_17648445,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
4/5/23,EPI_ISL_17648446,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
4/5/23,EPI_ISL_17648447,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
4/6/23,EPI_ISL_17648448,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
4/7/23,EPI_ISL_17648449,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
4/6/23,EPI_ISL_17648450,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
4/7/23,EPI_ISL_17648451,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
4/7/23,EPI_ISL_17648452,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
4/7/23,EPI_ISL_17648453,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
4/8/23,EPI_ISL_17648454,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
4/8/23,EPI_ISL_17648455,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
4/8/23,EPI_ISL_17648456,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
4/9/23,EPI_ISL_17648457,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
4/9/23,EPI_ISL_17648458,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
4/10/23,EPI_ISL_17648459,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
4/10/23,EPI_ISL_17648460,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
4/10/23,EPI_ISL_17648461,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
4/10/23,EPI_ISL_17648462,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
4/11/23,EPI_ISL_17648463,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
4/19/23,EPI_ISL_17711522,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
4/19/23,EPI_ISL_17711523,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
4/19/23,EPI_ISL_17711524,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
4/20/23,EPI_ISL_17711525,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
4/21/23,EPI_ISL_17711526,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
4/21/23,EPI_ISL_17711527,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
4/21/23,EPI_ISL_17711528,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
4/22/23,EPI_ISL_17711529,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
4/22/23,EPI_ISL_17711530,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
4/24/23,EPI_ISL_17711531,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
4/24/23,EPI_ISL_17711532,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
4/24/23,EPI_ISL_17711533,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
4/24/23,EPI_ISL_17711534,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
4/22/23,EPI_ISL_17711535,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
4/26/23,EPI_ISL_17711536,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
4/27/23,EPI_ISL_17711537,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
4/28/23,EPI_ISL_17711538,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
4/28/23,EPI_ISL_17711539,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
4/29/23,EPI_ISL_17711540,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/1/23,EPI_ISL_17711541,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/2/23,EPI_ISL_17711542,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/3/23,EPI_ISL_17711543,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/3/23,EPI_ISL_17711544,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/3/23,EPI_ISL_17711545,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/3/23,EPI_ISL_17711546,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/3/23,EPI_ISL_17711547,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/3/23,EPI_ISL_17711548,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/3/23,EPI_ISL_17711549,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/3/23,EPI_ISL_17711550,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/4/23,EPI_ISL_17711551,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/5/23,EPI_ISL_17711552,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/5/23,EPI_ISL_17711553,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/5/23,EPI_ISL_17711554,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
5/8/23,EPI_ISL_17711555,University of Texas Southwestern Medical Center Clinical Laboratories,TXVNP-UTSW
